Exchange Date,Portfolio
2006-07-13,1182026.4794555912
2006-07-14,1179611.2106704963
2006-07-17,1173825.9164792153
2006-07-18,1165818.5220001312
2006-07-19,1178681.593144282
2006-07-20,1179588.0265321608
2006-07-21,1175301.0309833118
2006-07-24,1176480.0397415205
2006-07-25,1178114.7291558674
2006-07-26,1180422.4160523037
2006-07-27,1185480.7349743017
2006-07-28,1192580.954527522
2006-07-31,1193343.4438147808
2006-08-01,1194154.9423846537
2006-08-02,1198645.7088318148
2006-08-03,1198469.3660444345
2006-08-04,1204554.1278567666
2006-08-07,1201948.985219308
2006-08-08,1200570.0362991386
2006-08-09,1201150.3348106965
2006-08-10,1196659.546288993
2006-08-11,1192303.667103179
2006-08-14,1189825.0787377001
2006-08-15,1196884.5850537266
2006-08-16,1205296.620328293
2006-08-17,1203442.1598399738
2006-08-18,1205466.7659688408
2006-08-21,1209478.7130826518
2006-08-22,1209617.537367764
2006-08-23,1206952.3825792042
2006-08-24,1206492.4758373601
2006-08-25,1206969.734167517
2006-08-28,1205928.1802298217
2006-08-29,1208219.5545633757
2006-08-30,1211757.2188706037
2006-08-31,1216564.2757131697
2006-09-01,1218618.6301549028
2006-09-05,1219738.646576747
2006-09-06,1213309.7466885142
2006-09-07,1208157.4399309033
2006-09-08,1208368.3050180464
2006-09-11,1198765.5938176373
2006-09-12,1202827.5710267753
2006-09-13,1205390.7339042902
2006-09-14,1201385.8967168014
2006-09-15,1201329.2880463898
2006-09-18,1203827.5645656106
2006-09-19,1205857.4383630173
2006-09-20,1207061.8359490766
2006-09-21,1214510.8934550467
2006-09-22,1218110.1879091405
2006-09-25,1221692.5864265948
2006-09-26,1222464.949442467
2006-09-27,1226742.479555501
2006-09-28,1224802.9869650875
2006-09-29,1224363.4096130792
2006-10-02,1225309.3199800178
2006-10-03,1219941.3797767079
2006-10-04,1222937.0328754708
2006-10-05,1223930.4117415585
2006-10-06,1215517.4009311013
2006-10-09,1216884.9503021168
2006-10-10,1213541.4757071948
2006-10-11,1210298.4983143387
2006-10-12,1214328.2256738183
2006-10-13,1215820.2808160894
2006-10-16,1220941.8051739389
2006-10-17,1218974.8973237555
2006-10-18,1220755.0260450589
2006-10-19,1222774.991650764
2006-10-20,1221579.8275856504
2006-10-23,1216691.0193033707
2006-10-24,1218662.067518816
2006-10-25,1225286.7394332276
2006-10-26,1232704.523171117
2006-10-27,1235938.5817488604
2006-10-30,1236119.09043641
2006-10-31,1243727.8677682306
2006-11-01,1251385.25815165
2006-11-02,1249453.6449243692
2006-11-03,1241962.140646699
2006-11-06,1244314.6608040913
2006-11-07,1250009.094984947
2006-11-08,1248945.463632226
2006-11-09,1252852.5600023137
2006-11-10,1254857.739897349
